TIMEID UNIXTIME BID ASK BIDSIZE OFFERSIZE
17678528, 1722798811072177, 1.00010000, 1.00040000, 2000.00000000, 2000.00000000
17678528, 1722798811072227, 0.99990000, 1.00090000, 97.00000000, 620.00000000
17678528, 1722798811072234, 0.99930000, 1.00110000, 640.00000000, 2870.00000000
17678528, 1722798811072244, 0.99920000, 1.00120000, 258.00000000, 38899.00000000
17678528, 1722798811072248, 0.99830000, 1.00170000, 1020.00000000, 640.00000000
17678528, 1722798811072253, 0.99730000, 1.00190000, 1362.00000000, 1020.00000000
17678528, 1722798811072257, 0.99720000, 1.00240000, 1020.00000000, 1020.00000000
17678528, 1722798811072261, 0.99670000, 1.00290000, 301.00000000, 1020.00000000
17678528, 1722798811072265, 0.99660000, 1.00390000, 1020.00000000, 140.00000000
17678528, 1722798811072269, 0.99620000, 1.00400000, 2700.00000000, 5141.00000000
17678531, 1722798811995724, 1.00020000, 1.00040000, 3179.00000000, 2000.00000000
17678531, 1722798811995802, 0.99990000, 1.00090000, 97.00000000, 620.00000000
17678531, 1722798811995819, 0.99930000, 1.00110000, 640.00000000, 2870.00000000
17678531, 1722798811995826, 0.99920000, 1.00120000, 258.00000000, 38899.00000000
17678531, 1722798811995832, 0.99830000, 1.00170000, 1020.00000000, 640.00000000
17678531, 1722798811995837, 0.99730000, 1.00190000, 1362.00000000, 1020.00000000
17678531, 1722798811995842, 0.99720000, 1.00240000, 1020.00000000, 1020.00000000
17678531, 1722798811995848, 0.99670000, 1.00290000, 301.00000000, 1020.00000000
17678531, 1722798811995853, 0.99660000, 1.00390000, 1020.00000000, 140.00000000
17678531, 1722798811995858, 0.99620000, 1.00400000, 2700.00000000, 5141.00000000
17678537, 1722798813021385, 1.00030000, 1.00040000, 2000.00000000, 2000.00000000
17678537, 1722798813021525, 1.00020000, 1.00080000, 1179.00000000, 1891.00000000
17678537, 1722798813021548, 0.99990000, 1.00090000, 97.00000000, 2250.00000000
17678537, 1722798813021561, 0.99930000, 1.00110000, 640.00000000, 3821.00000000
17678537, 1722798813021574, 0.99920000, 1.00120000, 258.00000000, 38899.00000000
17678537, 1722798813021589, 0.99840000, 1.00170000, 1752.00000000, 640.00000000
17678537, 1722798813021601, 0.99830000, 1.00190000, 1020.00000000, 1020.00000000
17678537, 1722798813021614, 0.99730000, 1.00240000, 1362.00000000, 1020.00000000
17678537, 1722798813021626, 0.99720000, 1.00290000, 1020.00000000, 1020.00000000
17678537, 1722798813021638, 0.99670000, 1.00390000, 301.00000000, 140.00000000
17678538, 1722798814042924, 1.00030000, 1.00040000, 2000.00000000, 2000.00000000
17678538, 1722798814042989, 0.99990000, 1.00080000, 97.00000000, 1891.00000000
17678538, 1722798814042998, 0.99930000, 1.00090000, 640.00000000, 2250.00000000
17678538, 1722798814043010, 0.99920000, 1.00110000, 258.00000000, 3821.00000000
17678538, 1722798814043014, 0.99840000, 1.00120000, 1752.00000000, 38899.00000000
17678538, 1722798814043028, 0.99830000, 1.00170000, 1020.00000000, 640.00000000
17678538, 1722798814043032, 0.99730000, 1.00190000, 1362.00000000, 1020.00000000
17678538, 1722798814043036, 0.99720000, 1.00240000, 1020.00000000, 1020.00000000
17678538, 1722798814043040, 0.99670000, 1.00290000, 301.00000000, 1020.00000000
17678538, 1722798814043045, 0.99660000, 1.00390000, 1020.00000000, 140.00000000
17678539, 1722798815066059, 1.00030000, 1.00040000, 2329.00000000, 2000.00000000
17678539, 1722798815066144, 0.99990000, 1.00080000, 97.00000000, 1891.00000000
17678539, 1722798815066154, 0.99930000, 1.00090000, 640.00000000, 2250.00000000
17678539, 1722798815066160, 0.99920000, 1.00110000, 258.00000000, 3821.00000000
17678539, 1722798815066166, 0.99840000, 1.00120000, 1752.00000000, 38899.00000000
17678539, 1722798815066172, 0.99830000, 1.00170000, 1020.00000000, 640.00000000
17678539, 1722798815066178, 0.99730000, 1.00190000, 1362.00000000, 1020.00000000
17678539, 1722798815066183, 0.99720000, 1.00240000, 1020.00000000, 1020.00000000
17678539, 1722798815066189, 0.99670000, 1.00290000, 301.00000000, 1020.00000000
17678539, 1722798815066195, 0.99660000, 1.00390000, 1020.00000000, 140.00000000
17678541, 1722798815986349, 1.00030000, 1.00040000, 329.00000000, 2000.00000000
17678541, 1722798815986388, 1.00020000, 1.00080000, 2000.00000000, 1891.00000000
17678541, 1722798815986393, 0.99990000, 1.00090000, 97.00000000, 2250.00000000
17678541, 1722798815986397, 0.99930000, 1.00110000, 640.00000000, 3821.00000000
17678541, 1722798815986399, 0.99920000, 1.00120000, 258.00000000, 38899.00000000
17678541, 1722798815986402, 0.99840000, 1.00170000, 1752.00000000, 640.00000000
17678541, 1722798815986404, 0.99830000, 1.00190000, 1020.00000000, 1020.00000000
17678541, 1722798815986407, 0.99730000, 1.00240000, 1362.00000000, 1020.00000000
17678541, 1722798815986409, 0.99720000, 1.00290000, 1020.00000000, 1020.00000000
17678541, 1722798815986411, 0.99670000, 1.00390000, 301.00000000, 140.00000000
17678542, 1722798823304142, 1.00020000, 1.00040000, 2000.00000000, 2000.00000000
